Pressure Data
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
320,
544,
656,
864,
1152,
1376,
1536,
1888,
2225,
2513,
2689,
2801,
3009,
3233,
3521,
3617,
3729,
3825,
3953,
4081,
4289,
4578,
4850,
5234,
5570,
5874,
6354,
6979,
7491,
8035,
8339,
8563,
8595,
8740,
8996,
9380,
9828,
10292,
10692,
11029,
11269,
11493,
11621,
11797,
11877,
12021,
12117,
12261,
12357,
12533,
12709,
12789,
12789,
12789,
12773,
12757,
12725,
12725,
12757,
12917,
13206,
13654,
14102,
14406,
15286,
15431,
15447,
15879,
16055,
16487,
16551,
16615,
17015,
17047,
17271,
17480,
17640,
17640,
17704,
17864,
17912,
17864,
17800,
17688,
17688,
17736,
18024,
18392,
18584,
18728,
18776,
18776,
18776,
18760,
18760,
19048,
19160,
19256,
19256,
19352,
19496,
19496,
19528,
19624,
19705,
19705,
19865,
19881,
20217,
20217,
20217,
20345,
20489,
20697,
20985,
21049,
21129,
21353,
21561,
21866,
21866,
21882,
21882,
21946,
21962,
21946,
21962,
21914,
21817,
21817,
21785,
21882,
21882,
21978,
22282,
22170,
22298,
22170,
22522,
22682,
22682,
22634,
22634,
22890,
22954,
23098,
23162,
23162,
23162,
23146,
23018,
21817,
21801,
21801,
21930,
21930,
21241,
21129,
21161,
20857,
20777,
20777,
20857,
20857,
20937,
20905,
21001,
21065,
21225,
21385,
21385,
21385,
21417,
21417,
21417,
21385,
21369,
21369,
21641,
21657,
21657,
21817,
22074,
22138,
22458,
22698,
22922,
23162,
23178,
23306,
23594,
23770,
23802,
23882,
23994,
24026,
24139,
24235,
24331,
24395,
24427,
24539,
24427,
24411,
24411,
24507,
24571,
24571,
24651,
24651,
24683,
24683,
24651,
24651,
24891,
24955,
25099,
25131,
25227,
25307,
25563,
25563,
25563,
25595,
25595,
25595,
25547,
25627,
25627,
25931,
25979,
26075,
26252,
26476,
26556,
26588,
26972,
27052,
27148,
27308,
27420,
27644,
27756,
27756,
27756,
27756,
27740,
27804,
27740,
27692,
27692,
27676,
27676,
27708,
27708,
27708,
27740,
27772,
27788,
27788,
27868,
27868,
27884,
27852,
27724,
27644,
27580,
27644,
27708,
27708,
27740,
27804,
27804,
27804,
27612,
27612,
27900,
27900,
27900,
27836,
27772,
27484,
27436,
27340,
27212,
27100,
27052,
26988,
26556,
25755,
25595,
25531,
25467,
25115,
25115,
25531,
25531,
25339,
24939,
24987,
24939,
24987,
25179,
25179,
25179,
25179,
25179,
25099,
25035,
24955,
24923,
24411,
24203,
24203,
24123,
23962,
23562,
23162,
23162,
23274,
23274,
23178,
23178,
23482,
23514,
23594,
23594,
23930,
23962,
24075,
24026,
24251,
24715,
24971,
24971,
25051,
25051,
25243,
25275,
25675,
25675,
25595,
25595,
25771,
25883,
25979,
26220,
26348,
26668,
26812,
26876,
26908,
26908,
26748,
26748,
27052,
27452,
27484,
27612,
27644,
27820,
27820,
27804,
27804,
27900,
27900,
27900,
27932,
27932,
27884,
27868,
27868,
27756,
27820,
27724,
27724,
27724,
27676,
