Pressure Data
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1152,
2273,
2529,
2593,
2737,
2913,
2913,
2913,
2721,
2625,
2609,
2609,
2689,
2913,
3137,
3201,
3265,
3425,
3617,
3841,
3937,
3985,
3985,
4001,
4001,
3985,
3841,
3681,
3345,
3057,
2689,
2353,
2032,
1808,
1680,
1680,
1792,
1968,
2225,
2609,
2993,
3457,
4001,
4498,
4898,
5234,
5506,
5634,
5634,
5442,
5074,
4353,
3425,
2465,
1440,
448,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1136,
2144,
2993,
3761,
4353,
4690,
5026,
5634,
5986,
6418,
6931,
7075,
7075,
7027,
6819,
6675,
6418,
6226,
6034,
5970,
5890,
5922,
5922,
5922,
5970,
5970,
6386,
6530,
6530,
6258,
6258,
6450,
6450,
6354,
6354,
6434,
6563,
6579,
6915,
6995,
6995,
7763,
7763,
7763,
8163,
8163,
7971,
7859,
7571,
7571,
7731,
7987,
8051,
8051,
8243,
8291,
8691,
8740,
8804,
8836,
8916,
9028,
9236,
9252,
9316,
9492,
9492,
9380,
9252,
9252,
9268,
9268,
9108,
9108,
9156,
9156,
8996,
8900,
8900,
8723,
8723,
8723,
8723,
8595,
8595,
8595,
8419,
8291,
8211,
8291,
8211,
8195,
8195,
8035,
7987,
7987,
7987,
7923,
7923,
7923,
7939,
8147,
8147,
8179,
8179,
8259,
8259,
8419,
8772,
8772,
8756,
8627,
8627,
8900,
9108,
9140,
9556,
9716,
9812,
9828,
9828,
9828,
9940,
10004,
10132,
10356,
10436,
10452,
10436,
10452,
10452,
10532,
10580,
10740,
11205,
11221,
11317,
11637,
11637,
11525,
10997,
10933,
10820,
10820,
10900,
10900,
10692,
10116,
10100,
10100,
11013,
11013,
10388,
10388,
10564,
11157,
11333,
11717,
11717,
11701,
11701,
11765,
11781,
11781,
11781,
11797,
12021,
12021,
11941,
11685,
11685,
11477,
11477,
12181,
12261,
12261,
12293,
12293,
12293,
12709,
12757,
13190,
12901,
13222,
13077,
13093,
13077,
13093,
13286,
13286,
13462,
13494,
13558,
13894,
14182,
14182,
14182,
14342,
14422,
14886,
14422,
14758,
14678,
14678,
14198,
14166,
13910,
13638,
13638,
13542,
13398,
12901,
12693,
12693,
12837,
13270,
13045,
13222,
13222,
13894,
13894,
13622,
13446,
12613,
12613,
12581,
12837,
12725,
12725,
12725,
12645,
12645,
12645,
12885,
12885,
12741,
12741,
12565,
13286,
13398,
13398,
13318,
13238,
13238,
13238,
13414,
13430,
14006,
14182,
14182,
13974,
13974,
13462,
13590,
13558,
13590,
13558,
13814,
13494,
13494,
13494,
13430,
13894,
12997,
12997,
12997,
13142,
13142,
13286,
13286,
13334,
13334,
13045,
13045,
13206,
13206,
13045,
12885,
12725,
12629,
12629,
12837,
12837,
12837,
13142,
13270,
13334,
13270,
12789,
12789,
12837,
12885,
12837,
12805,
12805,
12933,
12933,
12709,
12661,
12661,
12661,
13045,
13430,
13430,
13638,
13798,
14070,
14070,
14214,
14182,
14182,
13862,
13606,
13462,
13430,
13318,
13045,
13013,
13045,
12901,
12821,
12773,
12677,
12677,
12677,
12997,
13045,
13045,
13222,
13222,
13318,
13366,
13494,
13494,
13574,
13478,
13702,
13494,
13494,
13494,
13334,
13126,
12917,
12757,
12725,
12565,
12421,
12405,
12405,
12437,
12725,
12725,
12725,
12901,
12917,
13158,
13206,
13206,
13286,
13366,
13366,
13494,
13270,
13494,
13606,
13894,
13894,
13302,
13302,
13302,
13766,
13622,
13686,
13686,
13846,
14038,
14070,
14038,
