519,317,
519,316,
520,316,
520,315,
521,315,
521,314,
522,314,
522,313,
522,312,
522,311,
522,310,
522,309,
521,309,
521,308,
520,308,
519,307,
518,307,
517,307,
517,306,
516,306,
515,306,
514,306,
512,306,
511,307,
510,307,
509,307,
508,307,
508,308,
507,308,
507,309,
506,309,
506,310,
505,310,
505,311,
504,311,
504,312,
503,312,
503,313,
503,314,
503,315,
502,315,
502,316,
502,317,
502,318,
502,319,
503,319,
503,320,
504,321,
505,321,
505,322,
506,322,
507,322,
508,323,
509,323,
510,323,
511,323,
512,323,
513,323,
513,324,
514,324,
515,324,
516,324,
517,324,
518,324,
519,324,
520,325,
521,325,
521,326,
522,326,
522,327,
523,327,
523,328,
524,328,
524,329,
525,329,
525,330,
525,331,
526,331,
526,332,
526,333,
526,334,
525,334,
525,335,
525,336,
524,336,
524,337,
523,337,
523,338,
522,338,
522,339,
521,339,
520,340,
519,340,
519,341,
518,341,
517,341,
516,341,
516,342,
515,342,
514,342,
513,342,
512,342,
511,342,
510,342,
509,342,
508,342,
507,342,
506,342,
505,341,
504,341,
503,341,
502,341,
502,340,
501,340,
500,340,
500,339,
499,339,
498,338,
498,337,
497,337,
497,336,
498,335,
498,334,
499,334,
499,333,
500,333,
500,332,
500,333,
501,333,
547,325,
546,325,
546,324,
545,324,
544,324,
543,324,
543,323,
542,323,
541,323,
540,323,
539,323,
539,324,
538,324,
537,324,
537,325,
536,325,
536,326,
535,326,
535,327,
534,327,
534,328,
533,329,
533,330,
533,331,
533,332,
532,332,
532,333,
532,334,
532,335,
533,336,
533,337,
533,338,
534,338,
534,339,
535,340,
536,341,
537,341,
538,341,
538,342,
539,342,
540,342,
541,342,
542,342,
543,342,
544,342,
545,342,
546,342,
547,342,
547,341,
548,341,
549,341,
550,340,
551,340,
551,339,
552,339,
552,338,
553,338,
553,337,
553,336,
553,335,
553,334,
553,333,
553,332,
553,331,
552,331,
552,330,
552,329,
551,329,
551,328,
550,328,
550,327,
549,327,
549,326,
548,326,
547,325,
546,325,
545,325,
544,324,
543,324,
542,324,
541,325,
564,324,
564,325,
563,325,
563,326,
563,327,
563,328,
563,329,
563,330,
562,330,
562,331,
562,332,
562,333,
562,334,
562,335,
562,336,
562,337,
562,338,
563,338,
563,339,
563,340,
564,340,
564,341,
565,341,
566,341,
567,342,
568,342,
569,342,
570,342,
570,341,
571,341,
572,340,
573,340,
573,339,
574,339,
574,338,
575,338,
575,337,
576,336,
576,335,
576,334,
576,333,
576,332,
576,331,
577,330,
577,329,
577,328,
577,327,
577,326,
589,326,
589,327,
589,328,
590,328,
590,329,
590,330,
591,330,
591,331,
591,332,
592,332,
592,333,
592,334,
592,335,
593,336,
593,337,
593,338,
593,339,
593,340,
593,341,
594,341,
594,342,
595,342,
595,341,
596,341,
597,341,
597,340,
598,340,
598,339,
599,338,
599,337,
599,336,
600,336,
600,335,
601,334,
601,333,
601,332,
602,332,
602,331,
603,330,
604,329,
604,328,
605,328,
613,327,
612,327,
612,326,
612,327,
612,328,
612,329,
612,330,
611,331,
611,332,
611,333,
611,334,
611,335,
611,336,
611,337,
611,338,
611,339,
610,339,
610,340,
610,341,
611,342,
612,343,
613,343,
614,342,
614,341,
615,341,
615,340,
615,339,
614,318,
614,317,
613,317,
612,317,
612,318,
612,319,
612,320,
613,320,
614,320,
614,319,
614,318,
614,317,
613,317,
612,317,
612,318,
613,318,
613,317,
612,317,
625,310,
625,309,
624,309,
624,308,
624,309,
624,310,
624,311,
624,312,
624,313,
624,314,
624,315,
624,316,
624,318,
624,319,
624,320,
623,322,
623,323,
623,325,
623,326,
623,327,
623,329,
622,330,
622,331,
622,332,
622,333,
622,334,
621,335,
621,337,
621,338,
621,339,
620,340,
620,341,
620,342,
620,343,
620,344,
619,344,
619,343,
620,343,
620,341,
632,328,
633,328,
633,327,
634,327,
634,326,
635,326,
636,326,
636,325,
633,327,
626,332,
625,332,
624,333,
624,334,
623,334,
622,335,
621,336,
621,335,
622,335,
622,334,
622,333,
623,333,
623,332,
624,332,
625,332,
625,333,
626,333,
626,334,
627,334,
627,335,
628,336,
629,337,
630,338,
630,339,
631,339,
631,340,
632,341,
633,341,
633,342,
634,342,
635,343,
635,342,
634,341,
673,318,
673,317,
673,316,
673,315,
672,315,
672,314,
671,314,
670,314,
669,314,
668,314,
667,314,
667,315,
666,315,
665,316,
664,316,
664,317,
663,317,
663,318,
662,318,
661,319,
660,319,
660,320,
659,321,
659,322,
658,322,
658,323,
657,323,
657,324,
657,325,
656,326,
656,327,
656,328,
656,329,
656,330,
656,331,
656,332,
656,333,
656,334,
656,335,
657,335,
